% this file was created on 13-Jun-2013 18:08:00 
%
% SC:        Cluster 1 
% Intrument: EFW 
% Signal:    P 
% Sensor:    1234 
% Coord Sys: sc 
%
% comment:   this signal is averaged from all probes available at the time 
%
%
% Time from: 27-May-2011 00:00:00 
%
% time        P1234     
% [s]         [V]       
25418.969349   -9.787 
25419.169344   -9.877 
25419.369339  -10.005 
25419.569335  -10.101 
25419.769330  -10.120 
25419.969325  -10.063 
25420.169320   -9.862 
25420.369316   -9.806 
25420.569311   -9.542 
25420.769306   -9.676 
25420.969301   -9.860 
25421.169297   -9.961 
25421.369292  -10.149 
25421.569287  -10.220 
25421.769282  -10.297 
25421.969278  -10.210 
25422.169273  -10.105 
25422.369268   -9.956 
25422.569263   -9.779 
25422.769258   -9.618 
25422.969254   -9.632 
25423.169249   -9.787 
25423.369244   -9.860 
25423.569239  -10.005 
25423.769234  -10.099 
25423.969230  -10.134 
25424.169225  -10.076 
25424.369220   -9.877 
25424.569215   -9.785 
25424.769211   -9.549 
25424.969206   -9.670 
25425.169201   -9.846 
25425.369196   -9.967 
25425.569191  -10.147 
25425.769187  -10.220 
25425.969182  -10.279 
25426.169177  -10.245 
25426.369172  -10.115 
25426.569168   -9.956 
25426.769163   -9.791 
25426.969158   -9.601 
25427.169153   -9.597 
25427.369148   -9.758 
25427.569144   -9.885 
25427.769139   -9.961 
25427.969134  -10.069 
25428.169129  -10.120 
25428.369125  -10.095 
25428.569118   -9.910 
25428.769114   -9.808 
25428.969109   -9.563 
25429.169104   -9.651 
25429.369099   -9.821 
25429.569095   -9.963 
25429.769090  -10.176 
25429.969085  -10.243 
25430.169080  -10.316 
25430.369076  -10.256 
25430.569071  -10.132 
25430.769066   -9.975 
25430.969061   -9.783 
25431.169056   -9.599 
25431.369052   -9.620 
25431.569047   -9.785 
25431.769042   -9.890 
25431.969038  -10.005 
25432.169033  -10.132 
25432.369028  -10.128 
25432.569023  -10.072 
25432.769018   -9.862 
25432.969014   -9.760 
25433.169009   -9.530 
25433.369004   -9.618 
25433.568999   -9.751 
25433.768995   -9.900 
25433.968990  -10.065 
25434.168985  -10.189 
25434.368980  -10.245 
25434.568975  -10.199 
25434.768970  -10.124 
25434.968966   -9.894 
25435.168961   -9.751 
25435.368956   -9.532 
25435.568951   -9.496 
25435.768947   -9.668 
25435.968942   -9.705 
25436.168937   -9.862 
25436.368932   -9.904 
25436.568928   -9.965 
25436.768923   -9.940 
25436.968918   -9.793 
25437.168913   -9.705 
25437.368908   -9.528 
25437.568904   -9.559 
25437.768899   -9.708 
25437.968894   -9.862 
25438.168889  -10.005 
25438.368885  -10.097 
25454.568446   -9.854 
25454.768441  -10.157 
25454.968436  -10.387 
25455.168431  -10.473 
25455.368427  -10.565 
25455.568422  -10.561 
25455.768417  -10.503 
25455.968412  -10.247 
25456.168407  -10.118 
25456.368403   -9.837 
25456.568398   -9.864 
25456.768393   -9.908 
25456.968388   -9.969 
25457.168384  -10.264 
25457.368379  -10.201 
25457.568374  -10.314 
25457.768369  -10.764 
25457.968364  -10.197 
25458.168360  -10.396 
25458.368355  -10.040 
25458.568350   -9.910 
25458.768345  -10.203 
25458.968340  -10.172 
25459.168336  -10.266 
25459.368331  -10.444 
25459.568325  -10.465 
25459.768320  -10.469 
25459.968315  -10.325 
25460.168311  -10.097 
25460.368306   -9.988 
25460.568301   -9.772 
25460.768296   -9.814 
25460.968292   -9.777 
25461.168287  -10.059 
25461.368282  -10.180 
25461.568277  -10.274 
25461.768273  -10.308 
25461.968268  -10.381 
25462.168263  -10.323 
25462.368258  -10.295 
25462.568254  -10.233 
25462.768249  -10.130 
25462.968244  -10.254 
25463.168239  -10.664 
25463.368234  -10.994 
25463.568229  -11.672 
25463.768225  -12.021 
25463.968220  -12.270 
25464.168215  -12.373 
25464.368210  -11.921 
25464.568206  -11.850 
25464.768201  -11.308 
25464.968196  -11.178 
25465.168191  -11.383 
25465.368186  -11.848 
25465.568182  -11.770 
25465.768177  -11.760 
25465.968172  -11.902 
25466.168167  -12.402 
25466.368163  -12.218 
25466.568158  -11.226 
25466.768153  -11.092 
25466.968148  -11.036 
25467.168144  -10.906 
25467.368139  -10.927 
25467.568134  -10.927 
25467.768129  -11.308 
25467.968124  -11.693 
25468.168120  -11.622 
25468.368115  -11.829 
25468.568110  -11.678 
25468.768105  -11.540 
25468.968100  -11.433 
25469.168096  -11.800 
25469.368091  -11.806 
25469.568086  -12.036 
25469.768081  -12.777 
25469.968076  -12.956 
25470.168072  -13.528 
25470.368067  -14.086 
25470.568060  -14.109 
25470.768055  -14.337 
25470.968050  -14.170 
25471.168046  -13.919 
25471.368041  -13.998 
25471.568036  -13.532 
25471.768031  -13.203 
25471.968026  -12.931 
25472.168022  -12.954 
25472.368017  -13.178 
25472.568012  -13.247 
25472.768007  -12.766 
25472.968002  -12.979 
25473.167998  -12.630 
25473.367993  -12.473 
25473.567988  -12.641 
25473.767983  -12.873 
25473.967978  -13.184 
25474.167974  -13.053 
25474.367969  -13.766 
25474.567964  -14.233 
25474.767959  -14.302 
25474.967954  -13.994 
25475.167950  -13.279 
25475.367945  -12.990 
25475.567940  -13.115 
25475.767935  -14.061 
25475.967930  -14.456 
25476.167925  -15.260 
25476.367920  -15.714 
25476.567916  -14.973 
25476.767911  -14.544 
25476.967906  -13.176 
25477.167901  -12.969 
25477.367897  -12.471 
25477.567892  -12.061 
25477.767887  -12.130 
25477.967882  -12.143 
25478.167877  -12.195 
25478.367872  -12.279 
25478.567868  -11.956 
25478.767863  -11.975 
25478.967858  -11.843 
25479.167853  -11.371 
25479.367849  -11.258 
25479.567844  -11.258 
25479.767839  -11.394 
25479.967834  -11.647 
25480.167829  -11.760 
25480.367825  -11.839 
25480.567820  -12.099 
25480.767815  -11.563 
25480.967810  -11.375 
25481.167805  -10.850 
25481.367801  -10.636 
25481.567796  -10.511 
25481.767791  -10.344 
25481.967786  -10.318 
25482.167781  -10.394 
25482.367777  -10.473 
25482.567772  -10.697 
25482.767767  -10.791 
25482.967762  -11.028 
25483.167758  -10.952 
25483.367753  -10.618 
25483.567748  -10.687 
25483.767743  -10.369 
25483.967738  -10.605 
25484.167733  -10.630 
25484.367729  -10.820 
25484.567724  -10.871 
25484.767719  -10.992 
25484.967714  -10.971 
25485.167710  -11.065 
25485.367705  -10.948 
25485.567699  -10.712 
25485.767694  -10.450 
25485.967690  -10.346 
25486.167685  -10.770 
25486.367680  -10.910 
25486.567675  -10.611 
25486.767671  -10.797 
25486.967666  -10.854 
25487.167661  -10.961 
25487.367656  -11.061 
25487.567652  -10.737 
25487.767647  -10.574 
25487.967642  -10.795 
25488.167637  -10.542 
25488.367632  -10.986 
25488.567627  -10.988 
25488.767623  -11.128 
25488.967618  -11.193 
25489.167613  -11.187 
25489.367608  -11.262 
25489.567604  -10.915 
25489.767599  -10.777 
25489.967594  -10.482 
25490.167589  -10.314 
25490.367584  -10.442 
25490.567579  -10.567 
25490.767574  -10.630 
25490.967569  -11.090 
25491.167564  -11.088 
25491.367559  -11.161 
25491.567555  -10.904 
25491.767550  -10.854 
25491.967545  -10.791 
25492.167540  -10.511 
25492.367536  -10.743 
25492.567531  -10.875 
25492.767526  -11.036 
25492.967521  -11.310 
25493.167516  -11.398 
25493.367512  -11.477 
25493.567507  -11.421 
25493.767502  -11.304 
25493.967497  -11.113 
25494.167492  -11.076 
25494.367487  -10.871 
25494.567483  -10.988 
25494.767478  -11.260 
25494.967473  -11.256 
25495.167468  -11.440 
25495.367464  -11.825 
25495.567458  -11.758 
25495.767453  -11.789 
25495.967448  -11.316 
25496.167444  -11.452 
25496.367439  -11.107 
25496.567434  -11.266 
25496.767430  -11.235 
25496.967425  -11.256 
25497.167420  -11.433 
25497.367415  -11.440 
25497.567410  -11.494 
25497.767406  -11.452 
25497.967401  -11.306 
25498.167396  -11.086 
25498.367391  -10.856 
25498.567386  -10.668 
25498.767382  -10.664 
25498.967377  -10.772 
25499.167372  -10.839 
25499.367367  -11.005 
25499.567363  -11.226 
25499.767358  -11.461 
25499.967353  -11.335 
25500.167348  -11.214 
25500.367343  -11.212 
25500.567339  -10.915 
25500.767334  -11.180 
25500.967329  -11.136 
25501.167324  -11.101 
25501.367320  -11.226 
25501.567314  -11.444 
25501.767309  -11.463 
25501.967304  -11.553 
25502.167299  -11.603 
25502.367295  -11.274 
25502.567290  -11.107 
25502.767285  -10.808 
25502.967280  -10.902 
25503.167275  -11.076 
25503.367271  -11.107 
25503.567266  -11.429 
25503.767261  -11.356 
25503.967257  -11.620 
25504.167252  -11.588 
25504.367247  -11.348 
25504.567242  -11.331 
25504.767237  -11.021 
25504.967233  -11.195 
25505.167228  -11.270 
25505.367223  -11.471 
25505.567218  -11.628 
25505.767214  -11.479 
25505.967209  -11.461 
25506.167204  -11.421 
25506.367199  -11.601 
25506.567194  -11.218 
25506.767189  -11.191 
25506.967185  -10.967 
25507.167180  -11.028 
25507.367175  -11.143 
25507.567170  -11.172 
25507.767165  -11.473 
25507.967161  -11.461 
25508.167156  -11.492 
25508.367151  -11.471 
25508.567146  -11.285 
25508.767142  -11.069 
25508.967137  -10.852 
25509.167132  -10.768 
25509.367127  -10.900 
25509.567122  -10.982 
25509.767118  -11.061 
25509.967113  -11.182 
25510.167108  -11.517 
25510.367103  -11.381 
25510.567099  -11.151 
25510.767094  -11.030 
25510.967089  -10.896 
25511.167084  -10.703 
25511.367079  -10.731 
25511.567075  -10.908 
25511.767070  -10.956 
25511.967065  -11.118 
25512.167060  -11.283 
25512.367055  -11.297 
25512.567051  -11.239 
25512.767046  -11.019 
25512.967041  -10.906 
25513.167036  -10.774 
25513.367032  -10.795 
25513.567027  -10.954 
25513.767022  -11.168 
25513.967017  -11.348 
25514.167012  -11.540 
25514.367008  -11.666 
25514.567003  -11.940 
25514.766998  -11.869 
25514.966994  -11.444 
25515.166989  -11.390 
25515.366984  -11.136 
25515.566979  -11.134 
25515.766974  -11.285 
25515.966970  -11.316 
25516.166965  -11.475 
25516.366960  -11.521 
25516.566953  -11.561 
25516.766948  -11.728 
25516.966943  -11.325 
25517.166938  -11.197 
25517.366934  -10.956 
25517.566929  -10.703 
25517.766924  -10.756 
25517.966919  -10.927 
25518.166914  -11.034 
25518.366909  -11.013 
25518.566905  -11.231 
25518.766900 1570000000.000 
25518.966895 1570000000.000 
25519.166890 1570000000.000 
25519.366885 1570000000.000 
25519.566880 1570000000.000 
25519.766876 1570000000.000 
25519.966871 1570000000.000 
25520.166866 1570000000.000 
25520.366861 1570000000.000 
25520.566856 1570000000.000 
25520.766852 1570000000.000 
25520.966847 1570000000.000 
25521.166842 1570000000.000 
25521.366837 1570000000.000 
25521.566833 1570000000.000 
25521.766829 1570000000.000 
25521.966824 1570000000.000 
25522.166819 1570000000.000 
25522.366814 1570000000.000 
25522.566809 1570000000.000 
25522.766804  -11.356 
25522.966799  -11.239 
25523.166795  -11.247 
25523.366790  -10.783 
25523.566785  -10.724 
25523.766781  -10.419 
25523.966776  -10.346 
25524.166771  -10.358 
25524.366766  -10.494 
25524.566761  -10.814 
25524.766757  -10.726 
25524.966752  -10.777 
25525.166747  -10.739 
25525.366742  -10.603 
25525.566737  -10.425 
25525.766732  -10.195 
25525.966727  -10.157 
25526.166723  -10.360 
25526.366718  -10.513 
25526.566711  -10.741 
25526.766707  -10.724 
25526.966702  -11.354 
25527.166697  -12.218 
25527.366692  -11.557 
25527.566688  -10.835 
25527.766683  -10.890 
25527.966678  -10.461 
25528.166673  -10.442 
25528.366668  -10.576 
25528.566664  -10.812 
25528.766659  -10.871 
25528.966654  -11.044 
25529.166649  -11.358 
25529.366644  -11.643 
25529.566639  -11.666 
25529.766635  -11.741 
25529.966630  -11.622 
25530.166625  -12.007 
25530.366620  -12.078 
25530.566615  -12.287 
25530.766611  -12.701 
25530.966606  -13.120 
25531.166601  -13.551 
25531.366596  -13.676 
25531.566592  -13.797 
25531.766587  -13.366 
25531.966582  -13.396 
25532.166577  -13.262 
25532.366572  -12.942 
25532.566567  -12.952 
25532.766562  -13.128 
25532.966558  -13.563 
25533.166553  -13.436 
25533.366548  -13.563 
25533.566543  -13.331 
25533.766538  -12.546 
25533.966533  -12.310 
25534.166529  -12.479 
25534.366524  -12.390 
25534.566519  -12.423 
25534.766515  -12.599 
25534.966510  -12.626 
25535.166505  -12.986 
25535.366500  -13.212 
25535.566495  -13.329 
25535.766490  -13.182 
25535.966486  -12.933 
25536.166481  -12.710 
25536.366476  -12.436 
25536.566471  -12.429 
25536.766467  -12.613 
25536.966462  -12.448 
25537.166457  -12.490 
25537.366452  -12.636 
25537.566447  -12.603 
25537.766443  -12.523 
25537.966438  -12.500 
25538.166433  -12.118 
25538.366428  -12.034 
25538.566424  -11.887 
25538.766419  -11.902 
25538.966414  -11.950 
25539.166409  -12.053 
25539.366405  -12.327 
25539.566400  -12.408 
25539.766395  -12.609 
25539.966390  -12.586 
25540.166385  -12.415 
25540.366381  -12.525 
25540.566376  -11.982 
25540.766371  -12.051 
25540.966367  -12.488 
25541.166362  -12.415 
25541.366357  -12.398 
25541.566352  -12.277 
25541.766347  -12.555 
25541.966343  -12.661 
25542.166338  -12.339 
25542.366333  -12.036 
25542.566328  -12.065 
25542.766323  -11.923 
25542.966319  -12.408 
25543.166314  -12.557 
25543.366309  -12.628 
25543.566304  -13.080 
25543.766300  -13.180 
25543.966295  -13.360 
25544.166290  -13.431 
25544.366285  -13.281 
25544.566281  -13.138 
25544.766276  -12.691 
25544.966271  -12.747 
25545.166266  -12.856 
25545.366261  -13.038 
25545.566257  -13.170 
25545.766252  -13.341 
25545.966247  -13.661 
25546.166243  -13.764 
25546.366238  -13.559 
25546.566233  -13.609 
25546.766228  -13.645 
25546.966223  -13.490 
25547.166219  -13.860 
25547.366214  -14.097 
25547.566208  -14.304 
25547.766204  -14.741 
25547.966199  -14.613 
25548.166194  -15.000 
25548.366189  -14.925 
25548.566185  -14.538 
25548.766180  -14.350 
25548.966175  -13.969 
25549.166171  -14.145 
25549.366166  -14.371 
25549.566161  -14.002 
25549.766156  -14.404 
25549.966151  -14.647 
25550.166147  -14.965 
25550.366142  -14.618 
25550.566137  -14.220 
25550.766133  -13.885 
25550.966128  -13.645 
25551.166123  -12.862 
25551.366118  -12.969 
25551.566113  -13.279 
25551.766109  -13.212 
25551.966104  -13.446 
25552.166099  -13.406 
25552.366095  -13.841 
25552.566090  -13.691 
25552.766085  -13.479 
25552.966080  -13.590 
25553.166075  -13.030 
25553.366071  -13.440 
25553.566066  -13.475 
25553.766061  -13.494 
25553.966057  -13.601 
25554.166052  -13.754 
25554.366047  -13.979 
25554.566042  -14.373 
25554.766037  -14.193 
25554.966033  -13.969 
25555.166028  -13.622 
25555.366023  -13.090 
25555.566019  -13.310 
25555.766014  -13.295 
25555.966009  -13.304 
25556.166004  -13.431 
25556.366000  -13.325 
25556.565995  -13.517 
25556.765990  -13.295 
25556.965986  -13.059 
25557.165981  -12.772 
25557.365976  -12.184 
25557.565970  -12.134 
25557.765965  -11.975 
25557.965961  -11.950 
25558.165956  -12.107 
25558.365951  -12.254 
25558.565946  -12.312 
25558.765942  -12.256 
25558.965937  -12.013 
25559.165932  -11.657 
25559.365927  -11.320 
25559.565922  -11.007 
25559.765918  -10.969 
25559.965913  -11.074 
25560.165908  -11.214 
25560.365904  -11.318 
25560.565899  -11.356 
25560.765894  -11.291 
25560.965889  -11.082 
25561.165885  -10.726 
25561.365880  -10.513 
25561.565875  -10.364 
25561.765871  -10.329 
25561.965866  -10.507 
25562.165861  -10.668 
25562.365856  -10.795 
25562.565850  -10.680 
25562.765846  -10.929 
25562.965841  -11.281 
25563.165836  -11.051 
25563.365831  -10.774 
25563.565826  -10.561 
25563.765822  -10.369 
25563.965817  -10.655 
25564.165812  -10.749 
25564.365807  -10.787 
25564.565803  -10.825 
25564.765798  -10.913 
25564.965793  -11.105 
25565.165789  -11.109 
25565.365784  -11.038 
25565.565779  -10.975 
25565.765774  -10.762 
25565.965770  -10.469 
25566.165765  -10.448 
25566.365760  -10.605 
25566.565755  -10.689 
25566.765751  -10.844 
25566.965746  -10.977 
25567.165741  -11.000 
25567.365736  -11.053 
25567.565732  -10.760 
25567.765727  -10.618 
25567.965722  -10.289 
25568.165717  -10.398 
25568.365712  -10.523 
25568.565707  -10.530 
25568.765702  -10.697 
25568.965698  -10.741 
25569.165693  -10.689 
25569.365688  -10.657 
25569.565683  -10.526 
25569.765679  -10.335 
25569.965674  -10.159 
25570.165669   -9.919 
25570.365664   -9.929 
25570.565660   -9.898 
25570.765655   -9.835 
25570.965650  -10.005 
25571.165645  -10.153 
25571.365640  -10.040 
25571.565636   -9.871 
25571.765631   -9.685 
25571.965626   -9.488 
25572.165622   -9.306 
25572.365617   -9.268 
25572.565612   -9.354 
25572.765607   -9.446 
25572.965603   -9.651 
25573.165598   -9.634 
25573.365593   -9.528 
25573.565588   -9.532 
25573.765584   -9.471 
25573.965579   -9.406 
25574.165574   -9.260 
25574.365569   -9.120 
25574.565564   -9.038 
25574.765560   -9.139 
25574.965555   -9.222 
25575.165550   -9.354 
25575.365545   -9.475 
25575.565541   -9.459 
25575.765536   -9.358 
25575.965531   -9.182 
25576.165527   -9.128 
25576.365522   -8.887 
25576.565517   -8.864 
25576.765512   -9.028 
25576.965508   -9.149 
25577.165503   -9.270 
25577.365498   -9.283 
25577.565493   -9.274 
25577.765488   -9.222 
25577.965484   -9.103 
25578.165479   -8.915 
25578.365474   -8.808 
25578.565467   -8.611 
25578.765462   -8.603 
25578.965457   -8.691 
25579.165452   -8.699 
25579.365448   -8.735 
25579.565443   -8.774 
25579.765438   -8.910 
25579.965433   -8.764 
25580.165428   -8.645 
25580.365424   -8.586 
25580.565419   -8.559 
25580.765414   -8.532 
25580.965410   -8.647 
25581.165405   -8.806 
25581.365400   -8.862 
25581.565395   -8.917 
25581.765391   -8.965 
25581.965386   -8.996 
25582.165381   -8.896 
25582.365376   -8.762 
25582.565372   -8.622 
25582.765367   -8.526 
25582.965362   -8.553 
25583.165357   -8.708 
25583.365352   -8.812 
25583.565347   -8.913 
25583.765342   -8.980 
25583.965338   -9.059 
25584.165333   -9.097 
25584.365328   -9.038 
25584.565323   -8.967 
25584.765318   -8.837 
25584.965314   -8.856 
25585.165309   -8.938 
25585.365304   -9.109 
25585.565299   -9.235 
25585.765295   -9.304 
25585.965290   -9.373 
25586.165285   -9.367 
25586.365280   -9.274 
25586.565275   -9.109 
25586.765271   -9.000 
25586.965266   -8.818 
